Suspicious_Report,Sex,MaritalStatus,RepNumber,Age,High_Risk_Individual,FraudFound_P
1,Male,Single,3,31,0,0
0,Male,Single,14,43,0,0
0,Male,Married,6,64,0,0
1,Male,Married,9,52,0,0
1,Male,Single,11,45,0,0
1,Male,Married,9,46,0,0
0,Male,Married,14,52,0,0
0,Female,Married,2,37,0,0
0,Male,Married,8,71,0,0
0,Male,Married,11,48,0,0
0,Male,Single,1,56,0,0
0,Male,Married,14,54,0,0
0,Male,Married,16,34,0,0
1,Male,Married,11,40,0,0
0,Male,Married,7,58,0,0
1,Male,Married,2,73,0,0
1,Female,Married,16,31,0,0
1,Female,Married,14,54,0,0
1,Male,Single,16,27,0,0
0,Female,Single,16,34,0,0
1,Male,Single,10,30,0,0
0,Male,Married,13,57,0,0
0,Male,Divorced,7,65,0,0
0,Female,Single,14,44,0,0
1,Female,Single,1,61,0,0
1,Male,Single,6,47,0,0
1,Male,Single,2,20,0,0
1,Female,Married,3,32,0,0
1,Female,Single,1,29,0,0
1,Female,Married,11,41,0,0
0,Male,Married,2,39,0,0
0,Male,Married,1,35,0,0
0,Male,Married,13,55,0,0
1,Male,Single,7,32,0,1
0,Male,Married,14,39,0,0
0,Female,Married,2,50,0,0
0,Male,Single,8,31,0,0
1,Female,Married,9,35,0,0
1,Female,Married,16,54,0,0
0,Male,Single,13,33,0,0
1,Female,Married,5,53,0,0
1,Male,Married,10,59,0,0
1,Male,Married,8,28,0,0
1,Female,Married,1,67,0,0
0,Female,Married,3,38,0,0
1,Male,Married,4,54,0,0
1,Male,Married,8,45,0,0
1,Male,Single,8,44,0,0
1,Male,Single,2,26,0,0
1,Male,Married,12,54,0,1
0,Male,Married,11,75,0,0
0,Male,Married,7,64,0,0
0,Male,Married,11,63,0,0
0,Male,Married,6,29,0,0
1,Male,Married,12,60,0,0
0,Male,Married,12,72,0,0
1,Male,Single,2,0,1,1
1,Male,Married,12,56,0,0
0,Male,Single,9,44,0,0
1,Male,Single,4,32,0,1
1,Female,Married,2,62,0,0
0,Female,Single,3,45,0,0
1,Male,Married,2,62,0,0
0,Male,Married,11,33,0,0
0,Female,Single,11,27,0,0
1,Male,Single,5,37,0,0
1,Female,Single,14,35,0,0
0,Male,Married,11,36,0,0
1,Male,Married,2,39,0,0
1,Male,Married,13,27,0,0
0,Male,Married,5,63,0,0
0,Male,Married,7,62,0,0
0,Male,Married,10,57,0,0
1,Male,Single,6,21,0,0
1,Male,Married,12,64,0,0
0,Male,Single,14,27,0,0
1,Male,Married,3,41,0,0
0,Male,Married,1,59,0,0
0,Male,Married,7,40,0,0
1,Male,Married,1,50,0,0
1,Male,Single,16,25,0,0
1,Male,Married,9,21,0,0
1,Male,Married,4,32,0,1
1,Female,Divorced,14,30,0,0
0,Male,Single,3,25,0,0
0,Male,Single,6,28,0,0
0,Male,Married,14,41,0,0
0,Male,Married,6,54,0,0
0,Male,Single,8,36,0,0
1,Female,Married,8,52,0,0
0,Male,Married,11,70,0,0
1,Female,Married,10,36,0,0
1,Female,Single,2,29,0,0
1,Female,Single,7,28,0,0
0,Male,Married,15,26,0,0
1,Male,Married,10,45,0,1
1,Female,Single,4,57,0,0
0,Female,Single,12,27,0,0
0,Male,Married,8,33,0,0
0,Female,Married,3,39,0,0
1,Female,Single,13,35,0,0
0,Male,Married,2,33,0,0
1,Male,Single,15,30,0,0
1,Male,Married,6,61,0,0
1,Female,Married,2,39,0,0
1,Male,Single,9,40,0,0
1,Male,Single,8,42,0,0
1,Male,Married,9,33,0,0
0,Male,Single,16,26,0,0
1,Female,Single,4,40,0,0
1,Female,Married,13,38,0,0
0,Female,Single,15,22,1,0
1,Male,Single,11,48,0,0
1,Male,Single,3,24,0,0
0,Male,Married,8,47,0,0
1,Female,Married,6,32,0,0
1,Male,Single,4,21,0,0
0,Female,Married,5,46,0,0
1,Female,Single,7,18,1,0
0,Male,Single,15,26,0,0
0,Male,Married,2,29,0,0
0,Male,Single,15,36,0,0
1,Female,Divorced,12,40,0,1
1,Female,Married,12,53,0,0
1,Male,Single,16,26,0,0
0,Male,Married,9,29,0,0
1,Female,Married,9,67,0,0
1,Male,Single,1,25,0,0
1,Male,Married,14,58,0,0
0,Female,Married,13,50,0,0
1,Female,Married,2,50,0,0
1,Female,Single,13,45,0,0
1,Male,Single,11,41,0,0
1,Male,Single,11,32,0,0
1,Male,Single,1,25,0,1
1,Male,Married,4,38,0,1
0,Male,Married,6,21,1,0
1,Male,Single,12,34,0,0
1,Male,Married,11,68,0,0
0,Male,Single,6,34,0,0
1,Male,Single,8,32,0,0
0,Male,Married,8,29,0,0
0,Male,Married,10,79,0,0
1,Male,Married,14,59,0,0
1,Male,Single,15,45,0,0
1,Male,Married,15,44,0,1
1,Female,Single,16,31,0,0
1,Male,Married,10,55,0,1
1,Male,Single,5,43,0,0
0,Female,Single,16,28,0,0
1,Female,Married,11,37,0,0
1,Male,Married,5,42,0,0
1,Male,Married,12,37,0,1
1,Female,Married,11,30,0,1
1,Male,Married,12,44,0,0
1,Male,Married,4,35,0,0
1,Male,Single,11,33,0,0
1,Male,Single,16,31,0,0
1,Female,Single,6,23,0,0
1,Male,Single,16,36,0,0
0,Female,Married,7,28,0,0
1,Male,Married,9,56,0,0
1,Female,Married,5,80,0,0
1,Male,Single,12,45,0,0
1,Male,Single,7,22,1,0
1,Male,Married,6,33,0,0
1,Male,Married,8,51,0,1
1,Female,Married,15,44,0,0
0,Male,Married,12,41,0,1
0,Male,Single,8,46,0,0
1,Female,Married,4,36,0,0
1,Female,Married,3,49,0,0
1,Male,Single,4,35,0,0
1,Male,Single,13,36,0,0
1,Male,Married,8,33,0,1
1,Male,Single,10,18,1,0
0,Male,Single,10,32,0,0
1,Male,Single,14,0,0,0
1,Female,Single,1,41,0,0
0,Female,Married,9,33,0,0
1,Male,Single,3,41,0,0
1,Male,Single,5,51,0,0
0,Male,Single,9,26,0,0
1,Female,Single,1,28,0,1
1,Female,Married,14,52,0,0
1,Male,Single,9,55,0,0
0,Male,Single,7,28,0,0
0,Female,Single,11,32,0,0
1,Male,Single,8,18,0,0
0,Male,Married,4,74,0,0
1,Female,Married,12,30,0,0
1,Female,Single,3,28,0,1
1,Male,Married,5,65,0,0
1,Male,Single,3,42,0,0
1,Female,Single,10,27,0,0
1,Female,Single,6,46,0,0
0,Male,Married,7,35,0,0
1,Male,Single,12,32,0,0
1,Male,Single,6,34,0,1
1,Male,Married,11,26,0,0
1,Female,Married,6,28,0,0
1,Male,Single,1,27,0,0
1,Male,Single,1,40,0,0
0,Female,Married,10,42,0,0
0,Male,Married,11,27,0,0
0,Male,Single,11,42,0,0
1,Male,Married,8,78,0,0
0,Male,Married,6,44,0,0
1,Male,Married,8,48,0,1
1,Male,Single,5,52,0,0
1,Male,Single,2,65,0,0
0,Male,Married,13,44,0,0
0,Male,Married,8,28,0,0
1,Male,Married,8,32,0,1
0,Female,Single,10,22,0,0
1,Male,Married,2,41,0,0
1,Male,Single,13,33,0,0
0,Female,Married,16,63,0,0
0,Female,Married,2,46,0,0
1,Male,Married,16,37,0,1
1,Male,Single,11,0,1,1
1,Male,Single,11,23,0,0
1,Male,Single,11,77,0,0
1,Female,Single,6,32,0,0
1,Male,Married,6,30,0,1
0,Male,Single,2,31,0,0
1,Female,Single,4,32,0,0
1,Male,Single,3,27,0,0
1,Female,Married,4,46,0,0
1,Male,Married,11,61,0,0
1,Male,Single,9,62,0,0
1,Female,Married,6,39,0,0
1,Male,Married,16,27,0,0
1,Male,Married,2,32,0,1
1,Male,Married,3,64,0,0
1,Male,Married,11,60,0,0
0,Male,Married,4,34,0,0
1,Male,Married,5,54,0,0
0,Male,Single,13,23,1,0
1,Male,Married,15,66,0,0
0,Male,Married,7,46,0,0
1,Female,Single,5,36,0,0
1,Male,Married,2,76,0,0
0,Male,Married,8,30,0,0
1,Male,Single,15,29,0,0
1,Male,Married,15,58,0,0
1,Female,Single,1,53,0,0
1,Male,Single,12,37,0,0
1,Male,Married,10,29,0,1
0,Female,Married,9,31,0,0
1,Female,Married,8,47,0,0
1,Male,Married,3,63,0,0
1,Female,Single,12,39,0,0
1,Male,Married,3,71,0,0
0,Female,Single,8,44,0,0
1,Male,Single,2,0,0,1
1,Male,Married,10,62,0,0
0,Male,Single,8,18,1,0
0,Female,Single,2,40,0,0
0,Male,Single,2,26,0,0
1,Male,Single,6,25,0,1
1,Female,Single,1,21,0,0
1,Male,Single,12,29,0,0
0,Male,Married,6,76,0,0
0,Male,Married,13,73,0,0
0,Female,Single,13,30,0,0
1,Male,Married,8,30,0,0
1,Female,Divorced,9,46,0,0
0,Male,Married,11,67,0,0
1,Male,Married,2,34,0,1
0,Male,Single,9,30,0,0
1,Female,Single,14,45,0,0
1,Male,Single,5,0,0,0
1,Female,Single,7,34,0,1
1,Male,Single,6,69,0,0
1,Female,Married,9,27,0,1
1,Male,Single,16,30,0,1
0,Male,Married,4,35,0,0
1,Male,Single,2,29,0,0
1,Male,Single,11,29,0,0
1,Male,Single,3,21,1,0
1,Female,Single,15,32,0,0
1,Male,Single,9,28,0,0
0,Male,Married,13,60,0,0
0,Male,Single,3,18,1,0
1,Male,Married,16,62,0,0
1,Male,Married,15,74,0,0
1,Male,Married,7,51,0,1
1,Male,Single,7,32,0,0
1,Female,Married,5,44,0,0
0,Male,Married,2,41,0,0
0,Male,Married,2,45,0,0
1,Male,Married,6,36,0,1
1,Male,Married,3,52,0,0
1,Male,Married,1,36,0,1
1,Male,Single,15,38,0,0
1,Female,Single,10,35,0,1
0,Male,Married,7,61,0,0
1,Female,Married,12,52,0,0
1,Male,Married,2,28,0,0
1,Male,Married,13,53,0,0
0,Male,Married,4,55,0,0
0,Male,Married,3,38,0,0
1,Male,Single,15,20,1,0
1,Male,Married,9,58,0,0
1,Female,Single,1,27,0,0
0,Male,Married,1,57,0,0
1,Male,Married,5,79,0,0
0,Male,Married,15,52,0,0
0,Male,Single,11,20,0,0
1,Male,Married,14,51,0,0
1,Male,Married,1,40,0,1
1,Male,Single,16,45,0,1
1,Male,Married,2,63,0,1
1,Female,Single,16,28,0,0
1,Male,Married,14,39,0,0
0,Male,Married,8,72,0,0
1,Male,Married,5,23,1,0
0,Male,Single,4,25,0,0
1,Male,Married,7,30,0,0
1,Female,Single,7,22,0,0
0,Female,Single,12,30,0,0
1,Male,Married,2,49,0,1
0,Male,Married,6,52,0,0
0,Male,Married,12,54,0,0
0,Male,Married,1,71,0,0
1,Female,Single,8,23,1,0
0,Female,Married,16,33,0,0
0,Male,Married,14,44,0,0
1,Female,Single,4,31,0,0
1,Male,Married,9,67,0,0
1,Male,Single,11,21,1,0
1,Female,Married,16,44,0,0
1,Male,Married,6,65,0,0
1,Female,Single,1,28,0,0
1,Male,Single,1,0,1,1
0,Male,Married,8,32,0,0
0,Female,Married,15,21,1,0
1,Male,Married,12,36,0,0
0,Male,Married,14,40,0,1
0,Female,Divorced,5,41,0,0
1,Male,Single,4,36,0,1
0,Male,Single,12,34,0,0
0,Male,Married,7,51,0,0
1,Male,Single,5,41,0,0
1,Female,Married,12,46,0,0
0,Female,Married,15,54,0,0
0,Male,Single,4,28,0,0
0,Male,Married,7,42,0,0
0,Male,Married,2,51,0,0
0,Male,Married,13,41,0,0
1,Male,Married,14,46,0,1
1,Female,Married,16,33,0,0
1,Male,Married,4,63,0,0
0,Male,Married,2,47,0,0
1,Female,Single,14,23,0,0
1,Male,Single,13,50,0,0
0,Male,Married,16,80,0,0
0,Female,Single,1,22,0,0
1,Male,Married,5,57,0,0
1,Female,Single,7,21,0,0
1,Female,Married,15,46,0,0
1,Male,Single,12,24,0,0
1,Male,Single,10,48,0,0
1,Male,Married,16,35,0,0
0,Male,Single,15,28,0,0
0,Male,Married,13,61,0,0
1,Female,Single,5,33,0,0
0,Male,Married,8,49,0,0
1,Male,Single,6,20,0,1
1,Male,Single,4,29,0,0
1,Male,Married,6,60,0,0
0,Male,Married,12,76,0,0
1,Male,Married,15,57,0,0
0,Female,Married,7,34,0,0
1,Male,Single,1,30,0,0
0,Male,Single,16,55,0,0
1,Female,Single,7,31,0,0
1,Female,Single,10,37,0,0
0,Female,Single,16,27,0,0
1,Male,Married,4,68,0,0
0,Male,Married,15,38,0,0
1,Male,Single,5,27,0,0
0,Male,Married,8,59,0,0
0,Male,Married,10,35,0,0
1,Female,Single,6,33,0,0
0,Male,Single,4,21,0,0
0,Female,Single,13,39,0,0
1,Male,Single,7,31,0,0
0,Male,Married,14,60,0,0
0,Male,Single,15,22,1,0
0,Male,Married,16,53,0,0
0,Male,Married,2,24,1,0
0,Male,Single,13,24,1,0
0,Male,Married,6,35,0,0
0,Female,Single,6,27,0,0
1,Male,Single,15,55,0,0
1,Female,Single,11,62,0,0
0,Female,Married,9,36,0,0
1,Male,Married,4,65,0,0
1,Male,Married,2,27,0,0
1,Female,Single,5,25,0,0
1,Male,Single,5,39,0,1
1,Male,Married,11,51,0,1
0,Male,Married,5,36,0,0
1,Male,Married,10,31,0,0
1,Male,Married,12,29,0,0
1,Male,Married,2,53,0,0
1,Male,Single,2,33,0,1
1,Male,Divorced,14,30,0,1
1,Female,Married,7,62,0,0
0,Female,Married,3,69,0,0
1,Male,Married,7,61,0,0
0,Male,Single,3,39,0,0
0,Female,Married,6,63,0,0
1,Male,Married,13,60,0,0
1,Male,Single,12,44,0,0
0,Male,Married,7,28,0,0
1,Male,Single,7,39,0,0
1,Male,Single,13,26,0,1
1,Male,Single,11,43,0,0
1,Male,Single,14,24,0,0
1,Male,Single,11,18,0,0
0,Male,Married,8,31,0,0
1,Male,Single,4,29,0,1
1,Male,Single,10,21,0,1
1,Male,Married,9,28,0,1
1,Male,Single,11,36,0,0
0,Male,Married,15,58,0,0
0,Male,Married,12,71,0,0
1,Female,Married,4,37,0,0
1,Male,Single,14,37,0,0
1,Female,Single,1,40,0,0
1,Male,Married,10,80,0,0
1,Male,Married,15,37,0,0
1,Male,Single,14,18,0,0
0,Male,Single,9,28,0,0
1,Male,Single,13,54,0,0
1,Female,Single,9,27,0,0
0,Male,Married,13,49,0,0
0,Male,Married,1,34,0,0
0,Male,Married,10,64,0,0
1,Male,Single,7,20,0,0
1,Male,Married,16,48,0,1
0,Male,Married,16,57,0,0
0,Male,Married,16,60,0,0
1,Male,Married,2,35,0,1
0,Male,Married,16,54,0,0
1,Female,Married,3,54,0,0
1,Female,Single,4,38,0,0
1,Female,Married,13,28,0,0
0,Male,Married,1,50,0,0
0,Male,Married,10,51,0,0
1,Male,Married,14,73,0,0
0,Male,Married,11,33,0,1
0,Male,Married,1,39,0,0
1,Female,Single,6,41,0,0
1,Female,Married,12,60,0,0
1,Male,Single,4,45,0,0
0,Male,Single,1,24,0,0
1,Female,Single,1,18,0,0
0,Male,Married,8,61,0,0
1,Male,Married,4,26,0,0
1,Male,Married,13,34,0,0
0,Male,Married,4,37,0,0
1,Female,Married,8,65,0,0
1,Female,Widow,4,43,0,0
0,Male,Married,8,35,0,0
1,Male,Married,5,48,0,1
1,Female,Single,15,41,0,1
0,Male,Married,15,66,0,0
1,Male,Married,10,68,0,0
0,Female,Married,5,43,0,0
1,Male,Married,12,72,0,1
0,Male,Married,1,30,0,0
1,Male,Single,2,55,0,0
1,Female,Married,14,43,0,0
1,Female,Married,8,44,0,0
1,Female,Single,15,44,0,0
1,Male,Married,5,38,0,1
1,Male,Married,8,49,0,0
1,Male,Married,13,76,0,0
1,Male,Married,7,60,0,1
1,Male,Single,16,27,0,1
1,Male,Married,12,39,0,1
1,Male,Single,8,59,0,0
0,Male,Married,14,53,0,0
1,Female,Married,2,40,0,0
0,Male,Married,14,59,0,0
1,Male,Married,16,48,0,0
1,Male,Single,12,33,0,0
1,Male,Married,5,50,0,1
1,Male,Married,3,59,0,0
0,Female,Married,14,48,0,0
1,Male,Single,1,29,0,0
1,Male,Married,14,50,0,0
1,Female,Married,4,31,0,0
0,Female,Married,12,38,0,0
0,Male,Single,5,16,0,0
0,Male,Single,5,30,0,0
0,Male,Single,16,22,0,0
1,Male,Single,1,31,0,1
1,Female,Single,5,35,0,0
0,Male,Married,2,38,0,0
1,Female,Single,6,34,0,0
1,Male,Single,10,49,0,0
1,Male,Single,10,42,0,0
1,Female,Married,13,50,0,0
1,Male,Married,7,71,0,0
0,Male,Single,12,0,0,0
1,Male,Single,11,34,0,0
1,Male,Married,1,48,0,0
0,Male,Married,3,30,0,0
1,Male,Married,16,27,0,1
1,Female,Single,13,38,0,0
0,Male,Single,1,29,0,0
1,Male,Married,4,50,0,1
0,Female,Married,3,36,0,0
0,Male,Married,10,26,0,0
0,Male,Single,14,34,0,0
1,Male,Single,3,25,0,1
1,Female,Married,16,32,0,0
1,Male,Married,15,47,0,0
1,Male,Married,12,39,0,0
0,Female,Single,10,34,0,0
1,Male,Single,15,43,0,0
1,Male,Single,4,38,0,0
1,Female,Married,9,54,0,0
1,Male,Married,7,46,0,0
1,Male,Single,12,26,0,0
1,Male,Single,14,30,0,1
1,Male,Single,8,66,0,1
1,Female,Single,6,39,0,0
0,Male,Single,12,27,0,0
1,Male,Married,3,38,0,0
1,Female,Married,4,63,0,0
1,Male,Single,9,26,0,0
1,Male,Married,2,80,0,0
1,Male,Married,10,40,0,1
1,Female,Single,8,36,0,0
1,Male,Single,4,24,0,0
1,Female,Single,12,25,0,0
0,Male,Single,16,50,0,0
1,Male,Single,10,40,0,0
1,Male,Single,4,32,0,0
1,Male,Single,8,36,0,0
0,Male,Married,10,65,0,0
0,Male,Single,1,34,0,0
1,Female,Single,15,18,1,0
1,Male,Married,1,63,0,0
1,Male,Married,14,44,0,0
1,Male,Single,16,35,0,0
1,Female,Married,7,33,0,0
0,Male,Married,14,40,0,0
1,Female,Married,15,28,0,0
0,Male,Single,16,35,0,0
1,Male,Married,10,42,0,1
1,Female,Married,9,27,0,0
0,Female,Married,15,30,0,0
1,Male,Married,14,55,0,1
0,Male,Single,8,21,0,0
1,Male,Married,4,67,0,1
1,Male,Married,3,56,0,0
0,Male,Single,16,31,0,0
0,Female,Married,9,49,0,0
0,Male,Married,11,45,0,0
1,Male,Married,4,58,0,0
1,Male,Single,1,26,0,1
0,Male,Married,2,37,0,0
0,Male,Married,6,47,0,0
0,Female,Single,4,29,0,0
0,Male,Married,4,53,0,0
0,Female,Single,13,23,1,0
0,Male,Widow,10,69,0,0
1,Male,Single,16,34,0,1
1,Female,Married,11,39,0,0
1,Male,Divorced,7,39,0,0
1,Female,Married,7,31,0,0
0,Male,Married,15,80,0,0
0,Female,Married,3,43,0,0
1,Female,Single,15,27,0,0
1,Male,Single,2,66,0,1
1,Male,Single,15,62,0,0
1,Female,Married,4,35,0,0
1,Male,Married,12,75,0,0
0,Male,Single,8,40,0,0
1,Male,Married,10,76,0,0
1,Female,Married,12,36,0,0
0,Female,Single,2,41,0,0
0,Male,Married,7,37,0,0
1,Male,Single,2,25,0,0
1,Female,Married,10,44,0,0
1,Female,Married,6,53,0,0
0,Male,Married,5,60,0,0
0,Female,Married,12,63,0,0
0,Male,Married,3,53,0,0
1,Male,Married,15,68,0,0
0,Male,Single,3,23,0,0
1,Male,Single,7,37,0,0
1,Male,Single,13,48,0,0
0,Male,Married,6,45,0,0
1,Male,Married,15,65,0,1
0,Female,Single,13,31,0,0
1,Female,Divorced,3,43,0,0
1,Male,Married,13,51,0,0
0,Male,Single,15,45,0,0
1,Male,Married,6,34,0,0
0,Male,Married,9,21,1,0
0,Male,Married,12,42,0,0
1,Female,Single,8,31,0,0
0,Female,Single,11,28,0,0
1,Male,Married,9,74,0,0
0,Male,Married,3,41,0,0
0,Male,Single,7,35,0,0
1,Male,Married,13,45,0,0
0,Male,Married,6,27,0,0
0,Male,Married,14,51,0,0
1,Male,Single,2,32,0,1
0,Male,Single,11,19,0,0
0,Female,Single,8,57,0,0
1,Male,Married,16,52,0,0
1,Male,Married,8,45,0,1
1,Female,Single,10,52,0,0
1,Female,Single,5,27,0,0
1,Male,Married,13,40,0,1
0,Male,Married,15,47,0,0
0,Male,Divorced,5,35,0,0
0,Female,Married,2,45,0,0
1,Female,Married,6,33,0,0
1,Female,Married,16,55,0,0
1,Female,Single,6,29,0,0
1,Male,Single,10,39,0,0
0,Male,Married,3,26,0,1
0,Male,Single,9,35,0,0
0,Male,Single,5,33,0,0
1,Male,Married,10,37,0,0
1,Female,Married,4,26,0,0
1,Male,Married,9,76,0,0
1,Female,Single,6,22,0,1
0,Male,Married,12,80,0,0
1,Male,Single,10,33,0,0
1,Female,Married,14,39,0,0
1,Male,Married,8,37,0,0
1,Male,Married,10,78,0,0
0,Female,Single,15,31,0,0
0,Male,Married,11,53,0,0
1,Female,Single,2,26,0,0
1,Female,Married,14,34,0,0
1,Male,Married,12,40,0,1
1,Female,Single,14,58,0,0
0,Female,Married,12,34,0,0
0,Female,Married,16,30,0,0
0,Female,Married,14,50,0,0
0,Female,Single,1,29,0,0
0,Female,Married,2,31,0,0
1,Male,Single,15,22,1,0
1,Male,Married,1,80,0,0
1,Female,Single,14,36,0,0
1,Female,Married,13,37,0,0
0,Male,Married,12,69,0,0
1,Male,Married,4,45,0,0
1,Female,Single,3,35,0,0
0,Female,Married,16,41,0,0
0,Male,Married,7,39,0,0
1,Female,Single,14,31,0,0
0,Male,Single,16,25,0,0
1,Male,Single,14,38,0,0
0,Male,Married,16,26,0,0
0,Male,Married,13,53,0,0
1,Female,Married,9,36,0,0
1,Male,Single,1,31,0,0
1,Male,Married,9,35,0,1
1,Male,Single,10,34,0,1
1,Male,Married,1,53,0,0
1,Male,Single,3,21,0,0
1,Male,Married,3,37,0,1
0,Male,Married,10,46,0,0
0,Male,Married,13,54,0,0
1,Male,Single,12,39,0,1
0,Male,Single,8,22,0,0
1,Male,Single,4,41,0,0
0,Male,Single,9,22,0,0
0,Male,Married,11,60,0,0
0,Male,Married,9,60,0,0
0,Male,Married,12,28,0,0
1,Female,Married,4,34,0,0
1,Male,Single,5,38,0,0
1,Female,Single,7,30,0,0
1,Male,Married,12,25,0,0
1,Female,Married,10,39,0,0
1,Male,Single,6,42,0,0
1,Male,Married,14,30,0,1
0,Male,Married,9,31,0,0
1,Male,Married,8,67,0,1
1,Female,Married,12,35,0,0
0,Male,Married,7,27,0,0
1,Male,Single,16,32,0,1
0,Male,Married,15,29,0,0
1,Male,Single,4,54,0,0
0,Male,Single,3,21,0,0
1,Female,Single,4,29,0,0
0,Female,Single,1,32,0,0
1,Male,Married,7,76,0,0
1,Male,Married,13,59,0,0
1,Male,Married,15,53,0,1
1,Female,Married,8,33,0,0
1,Male,Single,13,66,0,0
0,Female,Single,10,37,0,0
1,Female,Married,13,35,0,0
0,Female,Married,15,48,0,0
0,Male,Single,11,31,0,0
0,Male,Married,5,70,0,0
0,Male,Single,7,26,0,0
1,Male,Single,5,0,1,1
0,Female,Married,7,45,0,0
1,Female,Divorced,4,45,0,0
1,Female,Married,6,46,0,0
1,Male,Married,2,80,0,1
0,Female,Married,8,40,0,0
1,Female,Married,11,20,1,0
1,Male,Single,14,22,0,0
1,Female,Single,11,27,0,0
1,Female,Married,3,53,0,0
1,Male,Single,15,28,0,0
0,Male,Married,16,45,0,0
1,Female,Married,5,31,0,0
1,Male,Single,16,24,0,0
1,Male,Single,8,26,0,1
0,Female,Single,13,45,0,0
1,Male,Single,12,23,0,0
1,Male,Married,6,41,0,1
0,Male,Single,16,21,1,0
1,Female,Married,5,34,0,0
1,Male,Single,1,24,1,0
0,Male,Single,7,16,0,0
1,Female,Single,14,28,0,1
1,Female,Single,2,48,0,0
0,Male,Married,16,43,0,0
1,Male,Single,10,20,1,0
0,Male,Married,8,37,0,0
1,Female,Single,10,35,0,0
1,Male,Married,5,38,0,0
1,Male,Married,1,57,0,0
1,Male,Married,7,35,0,0
1,Male,Single,16,39,0,0
1,Male,Married,13,31,0,1
0,Female,Married,5,38,0,0
1,Male,Married,7,30,0,1
0,Male,Married,14,71,0,0
1,Female,Single,10,32,0,0
0,Male,Single,9,23,0,0
0,Male,Single,14,23,0,0
1,Female,Married,2,48,0,0
1,Male,Married,14,40,0,1
1,Male,Married,3,61,0,1
1,Male,Single,13,25,0,0
1,Male,Single,9,32,0,1
1,Female,Married,8,42,0,0
1,Female,Married,7,30,0,0
0,Male,Married,13,42,0,0
0,Male,Single,6,26,0,0
1,Male,Married,10,56,0,0
0,Female,Single,16,24,0,0
1,Male,Married,7,63,0,1
0,Female,Single,6,60,0,0
1,Male,Married,8,62,0,0
1,Female,Married,7,45,0,1
1,Female,Married,9,52,0,1
0,Male,Married,13,27,0,0
1,Female,Single,1,22,0,0
1,Female,Married,1,29,0,0
1,Male,Married,7,53,0,0
0,Male,Married,4,27,0,0
1,Male,Single,12,34,0,1
1,Female,Married,8,50,0,0
1,Male,Single,7,35,0,1
1,Male,Married,10,49,0,0
1,Female,Married,8,40,0,0
1,Female,Widow,3,59,0,0
0,Male,Single,16,0,0,0
1,Female,Single,7,34,0,0
0,Male,Married,12,62,0,0
0,Female,Married,14,27,0,0
0,Male,Married,1,61,0,0
0,Male,Married,2,40,0,0
1,Male,Married,14,23,0,0
1,Female,Married,4,50,0,0
0,Male,Married,7,41,0,0
0,Female,Single,14,24,1,0
1,Male,Single,10,45,0,0
0,Male,Single,5,20,1,0
1,Male,Married,11,29,0,1
0,Male,Married,4,40,0,0
0,Male,Single,7,27,0,0
1,Female,Divorced,1,45,0,0
0,Male,Single,12,30,0,0
1,Female,Married,6,54,0,0
1,Male,Married,8,54,0,1
1,Male,Married,7,64,0,1
1,Male,Married,8,35,0,0
1,Male,Single,1,24,0,0
1,Male,Married,11,63,0,0
1,Male,Married,6,54,0,0
1,Female,Single,13,40,0,0
0,Female,Married,4,42,0,0
0,Female,Married,14,30,0,0
0,Male,Single,2,34,0,0
1,Male,Divorced,14,52,0,0
1,Male,Single,16,48,0,0
0,Female,Single,8,26,0,0
1,Female,Widow,11,34,0,0
0,Female,Single,1,57,0,0
0,Male,Single,5,68,0,0
1,Male,Single,10,23,0,0
1,Female,Married,15,27,0,0
0,Male,Single,14,35,0,0
1,Female,Married,12,41,0,0
0,Male,Married,13,69,0,0
0,Male,Married,4,57,0,0
0,Male,Single,3,26,0,0
0,Female,Single,6,33,0,0
1,Male,Single,15,31,0,0
1,Male,Married,8,40,0,0
1,Male,Married,9,30,0,0
1,Female,Married,2,43,0,0
0,Male,Single,7,30,0,0
1,Male,Married,4,71,0,0
1,Male,Single,16,40,0,0
1,Male,Married,4,51,0,1
1,Male,Married,2,41,0,1
0,Male,Married,11,31,0,0
1,Male,Married,10,64,0,0
0,Male,Single,4,33,0,0
1,Male,Married,11,35,0,1
1,Male,Single,6,30,0,0
0,Male,Married,13,31,0,0
0,Female,Married,14,38,0,0
0,Male,Married,8,56,0,0
1,Male,Single,12,61,0,0
1,Female,Married,8,28,0,1
1,Male,Single,11,26,0,0
0,Male,Married,11,57,0,0
1,Female,Married,2,27,0,0
0,Male,Married,13,26,0,0
1,Male,Married,9,40,0,1
1,Male,Married,14,44,0,1
1,Male,Married,13,44,0,1
0,Male,Married,7,38,0,0
1,Female,Single,7,35,0,0
0,Male,Married,12,26,0,0
0,Male,Single,7,41,0,0
1,Male,Married,1,58,0,0
1,Male,Single,5,48,0,0
0,Male,Married,7,56,0,0
0,Male,Single,10,28,0,0
1,Male,Single,16,49,0,0
1,Male,Single,5,49,0,0
0,Female,Married,6,34,0,0
0,Male,Single,11,37,0,0
1,Female,Married,16,34,0,1
1,Male,Single,3,38,0,0
1,Male,Single,6,35,0,0
1,Male,Single,9,26,0,1
1,Female,Married,9,40,0,0
0,Male,Married,10,34,0,0
0,Male,Single,15,22,0,0
1,Male,Married,10,39,0,1
1,Female,Married,11,50,0,0
1,Male,Married,4,76,0,0
1,Male,Married,16,59,0,0
